,Date,Value,DValue,Value_shift_3d,Value_shift_4d,Value_shift_5d,Value_shift_10d,DValue_shift_3d,DValue_shift_4d,DValue_shift_5d,DValue_shift_3d_average_2d,DValue_shift_3d_average_3d,DValue_shift_3d_average_4d,Value_shift_3d_average_2d,Value_shift_3d_average_3d,Value_shift_3d_average_4d,CloudCover,New_snow_blanket,Percipitation,Snow_blanket,Sun_duration,TemperatureAvg,TemperatureMax,TemperatureMin,CloudCover_average_4d,Percipitation_average_3d,Percipitation_average_6d,Percipitation_average_10d,Percipitation_average_25d,CloudCover_average_18d,CloudCover_average_9d,New_snow_blanket_average_60d,Sun_duration_average_10d,Sun_duration_average_3d,TemperatureAvg_average_3d,Sun_duration_shift_2d,CloudCover_shift_2d,Snow_blanket_shift_50d,Snow_blanket_shift_30d,Percipitation_shift_2d
10,2010-03-22,276.66,-0.029999999999972715,276.75,276.78,276.81,276.96,-0.029999999999972715,-0.03000000000002956,-0.029999999999972715,-0.030000000000001137,-0.029999999999991662,-0.030000000000001137,276.76500000000067,276.78,276.79499999999985,100.0,0.0,0.0,0.0,0.0,10.0,11.0,9.3,90.0,-3.552713678800501e-15,1.7763568394002505e-15,1.0658141036401502e-15,1.8160000000000005,64.77777777777777,66.66666666666667,1.3166666666666667,4.39,2.960594732333751e-15,10.499999999999996,0.0,93.0,48.0,19.0,0.0
11,2010-03-23,276.63,-0.03000000000002956,276.72,276.75,276.78,276.93,-0.029999999999972715,-0.029999999999972715,-0.03000000000002956,-0.029999999999972715,-0.029999999999991662,-0.029999999999986926,276.7350000000007,276.75,276.7649999999999,63.0,0.0,6.0,0.0,5.6,11.7,16.5,8.3,89.0,1.9999999999999964,1.0000000000000018,0.6000000000000011,2.0160000000000005,64.94444444444444,71.11111111111111,1.2666666666666666,4.34,1.8666666666666696,10.899999999999997,0.0,100.0,43.0,15.0,0.0
12,2010-03-24,276.6,-0.029999999999972715,276.69,276.72,276.75,276.9,-0.03000000000002956,-0.029999999999972715,-0.029999999999972715,-0.030000000000001137,-0.029999999999991662,-0.030000000000001137,276.7050000000007,276.72,276.7349999999999,93.0,0.0,0.0,0.0,3.5,11.7,15.8,6.0,89.0,1.9999999999999964,1.0000000000000018,0.6000000000000011,0.8600000000000005,68.83333333333333,76.66666666666667,1.2666666666666666,3.69,3.0333333333333363,11.133333333333331,0.0,100.0,42.0,17.0,0.0
13,2010-03-25,276.57,-0.03000000000002956,276.66,276.69,276.72,276.87,-0.029999999999972715,-0.03000000000002956,-0.029999999999972715,-0.030000000000001137,-0.029999999999991662,-0.029999999999986926,276.67500000000075,276.69000000000005,276.7049999999999,70.0,0.0,0.0,0.0,2.1,12.8,16.6,10.5,81.5,1.9999999999999964,1.0000000000000018,0.6000000000000011,0.8600000000000005,69.77777777777777,78.11111111111111,1.2666666666666666,3.4299999999999997,3.733333333333336,12.066666666666663,5.6,63.0,38.0,16.0,6.0
14,2010-03-26,276.55,-0.01999999999998181,276.63,276.66,276.69,276.84,-0.03000000000002956,-0.029999999999972715,-0.03000000000002956,-0.030000000000001137,-0.030000000000010612,-0.030000000000001137,276.6450000000008,276.6600000000001,276.67499999999995,77.0,0.0,0.0,0.0,0.0,11.6,14.2,11.0,75.75,-3.552713678800501e-15,1.0000000000000018,0.6000000000000011,0.8200000000000006,71.44444444444444,78.88888888888889,1.2666666666666666,2.8999999999999995,1.8666666666666696,12.033333333333331,3.5,93.0,32.0,11.0,0.0
15,2010-03-27,276.52,-0.03000000000002956,276.6,276.63,276.66,276.81,-0.029999999999972715,-0.03000000000002956,-0.029999999999972715,-0.030000000000001137,-0.029999999999991662,-0.030000000000001137,276.6150000000008,276.6300000000001,276.6449999999999,50.0,0.0,0.1,0.0,3.7,10.1,14.8,7.3,72.5,0.03333333333332978,1.0166666666666684,0.610000000000001,0.8240000000000006,68.83333333333333,79.22222222222223,1.2666666666666666,2.9699999999999998,1.933333333333336,11.5,2.1,70.0,25.0,10.0,0.0
16,2010-03-28,276.5,-0.01999999999998181,276.57,276.6,276.63,276.78,-0.03000000000002956,-0.029999999999972715,-0.03000000000002956,-0.030000000000001137,-0.030000000000010612,-0.030000000000001137,276.5850000000008,276.6000000000001,276.6149999999999,37.0,0.0,3.7,0.0,9.1,10.7,18.1,2.4,58.5,1.2666666666666633,1.6333333333333353,0.9800000000000011,0.9640000000000006,65.33333333333333,75.88888888888889,1.25,3.3599999999999994,4.266666666666669,10.800000000000002,0.0,77.0,22.0,7.0,0.0
17,2010-03-29,276.49,-0.009999999999990905,276.55,276.57,276.6,276.75,-0.01999999999998181,-0.03000000000002956,-0.029999999999972715,-0.025000000000005684,-0.02666666666666136,-0.02750000000000341,276.5600000000008,276.5733333333334,276.58749999999986,33.0,0.0,0.0,0.0,7.7,11.9,18.3,5.5,49.25,1.2666666666666633,0.6333333333333352,0.9800000000000011,0.8720000000000006,62.0,69.22222222222223,1.25,3.1699999999999995,6.833333333333336,10.9,3.7,50.0,20.0,4.0,0.1
18,2010-03-30,276.48,-0.009999999999990905,276.52,276.55,276.57,276.72,-0.03000000000002956,-0.01999999999998181,-0.03000000000002956,-0.025000000000005684,-0.02666666666668031,-0.02750000000000341,276.53500000000076,276.54666666666674,276.55999999999983,87.0,0.0,0.0,0.0,0.5,10.8,14.0,9.5,51.75,1.2333333333333298,0.6333333333333352,0.9800000000000011,0.8240000000000006,64.44444444444444,67.77777777777777,1.25,3.2199999999999998,5.766666666666669,11.133333333333333,9.1,37.0,19.0,0.0,3.7
19,2010-03-31,276.47,-0.009999999999990905,276.5,276.52,276.55,276.69,-0.01999999999998181,-0.03000000000002956,-0.01999999999998181,-0.025000000000005684,-0.02333333333333106,-0.025000000000005684,276.5100000000008,276.5233333333335,276.53499999999985,87.0,0.0,9.3,0.0,0.8,6.9,10.4,6.4,61.0,3.0999999999999965,2.1833333333333353,1.9100000000000013,1.1920000000000006,66.5,66.33333333333333,1.1,3.2999999999999994,3.000000000000003,9.866666666666665,7.7,33.0,18.0,0.0,0.0
20,2010-04-01,276.47,0.0,276.49,276.5,276.52,276.66,-0.009999999999990905,-0.01999999999998181,-0.03000000000002956,-0.014999999999986358,-0.020000000000000757,-0.01999999999999602,276.4950000000008,276.5033333333335,276.5149999999999,97.0,0.0,24.5,0.0,3.1,7.9,13.4,3.9,76.0,11.266666666666664,6.266666666666668,4.360000000000001,2.1720000000000006,70.61111111111111,70.11111111111111,0.75,3.6099999999999994,1.4666666666666694,8.533333333333333,0.5,87.0,21.0,0.0,0.0
21,2010-04-02,276.48,0.009999999999990905,276.48,276.49,276.5,276.63,-0.009999999999990905,-0.009999999999990905,-0.01999999999998181,-0.009999999999990905,-0.013333333333321207,-0.017499999999998295,276.4850000000008,276.4900000000002,276.4974999999999,73.0,0.0,15.6,0.0,0.6000000000000001,5.0,8.0,3.5,86.0,16.466666666666665,8.850000000000001,5.320000000000001,2.7960000000000003,72.27777777777777,67.88888888888889,0.75,3.1099999999999994,1.5000000000000029,6.6000000000000005,0.8,87.0,41.0,0.0,9.3
22,2010-04-03,276.5,0.01999999999998181,276.47,276.48,276.49,276.6,-0.009999999999990905,-0.009999999999990905,-0.009999999999990905,-0.009999999999990905,-0.009999999999990905,-0.012499999999988631,276.4750000000008,276.4800000000002,276.4849999999999,83.0,0.0,0.1,0.0,5.2,8.8,14.2,0.5,85.0,13.399999999999997,8.250000000000002,5.330000000000001,2.8,73.72222222222223,69.33333333333333,0.75,3.28,2.96666666666667,7.233333333333334,3.1,97.0,43.0,0.0,24.5
23,2010-04-04,276.52,0.01999999999998181,276.47,276.47,276.48,276.57,0.0,-0.009999999999990905,-0.009999999999990905,-0.0049999999999954525,-0.006666666666660603,-0.007499999999993179,276.4700000000008,276.4733333333335,276.4774999999999,87.0,0.0,0.0,0.0,0.9,10.8,15.5,8.0,85.0,5.23333333333333,8.250000000000002,5.330000000000001,2.7880000000000003,74.66666666666667,70.44444444444444,0.75,3.1599999999999993,2.2333333333333365,8.200000000000001,0.6000000000000001,73.0,41.0,0.0,15.6
24,2010-04-05,276.53,0.009999999999990905,276.48,276.47,276.47,276.55,0.009999999999990905,0.0,-0.009999999999990905,0.0049999999999954525,0.0,-0.0024999999999977263,276.4750000000008,276.4733333333335,276.4749999999999,87.0,0.0,9.9,0.0,0.0,9.7,12.2,7.6,82.5,3.333333333333329,9.9,6.320000000000001,2.7680000000000002,76.88888888888889,74.55555555555556,0.75,3.1599999999999993,2.0333333333333368,9.766666666666666,5.2,83.0,36.0,0.0,0.1
25,2010-04-06,276.53,0.0,276.5,276.48,276.47,276.52,0.01999999999998181,0.009999999999990905,0.0,0.014999999999986358,0.009999999999990905,0.0049999999999954525,276.4900000000008,276.4833333333335,276.4799999999999,30.0,0.0,0.1,0.0,11.0,10.0,16.6,1.6,71.75,3.333333333333329,8.366666666666667,6.320000000000001,2.772,74.83333333333333,73.77777777777777,0.75,3.8899999999999992,3.96666666666667,10.166666666666666,0.9,87.0,33.0,0.0,0.0
26,2010-04-07,276.53,0.0,276.52,276.5,276.48,276.5,0.01999999999998181,0.01999999999998181,0.009999999999990905,0.01999999999998181,0.01666666666665151,0.012499999999988631,276.5100000000008,276.50000000000017,276.4924999999999,7.0,0.0,0.0,0.0,11.8,10.3,17.8,1.7000000000000002,52.75,3.333333333333329,4.283333333333334,5.950000000000001,2.772,70.05555555555556,70.88888888888889,0.75,4.159999999999998,7.600000000000004,9.999999999999998,0.0,87.0,32.0,0.0,9.9
27,2010-04-08,276.51,-0.01999999999998181,276.53,276.52,276.5,276.49,0.009999999999990905,0.01999999999998181,0.01999999999998181,0.014999999999986358,0.01666666666665151,0.014999999999986358,276.5250000000008,276.5166666666668,276.5074999999999,3.0,0.0,0.0,0.0,12.0,11.4,19.0,2.8,31.75,0.03333333333332907,1.6833333333333338,5.950000000000001,2.772,64.66666666666667,61.55555555555556,0.75,4.589999999999998,11.600000000000003,10.566666666666666,11.0,30.0,30.0,0.0,0.1
28,2010-04-09,276.49,-0.01999999999998181,276.53,276.53,276.52,276.48,0.0,0.009999999999990905,0.01999999999998181,0.0049999999999954525,0.009999999999990905,0.012499999999988631,276.53000000000077,276.5266666666668,276.51999999999987,27.0,0.0,0.0,0.0,11.1,14.0,21.0,4.5,16.75,-4.2651067862683094e-15,1.6666666666666672,5.950000000000001,2.772,60.611111111111114,54.888888888888886,0.75,5.649999999999999,11.633333333333338,11.9,11.8,7.0,25.0,0.0,0.0
29,2010-04-10,276.47,-0.01999999999998181,276.53,276.53,276.53,276.47,0.0,0.0,0.009999999999990905,0.0,0.0033333333333303017,0.007499999999993179,276.53000000000077,276.53000000000014,276.52749999999986,90.0,0.0,0.1,0.0,0.4,9.9,15.0,9.1,31.75,0.03333333333332907,1.6833333333333338,5.030000000000001,2.776,62.111111111111114,54.111111111111114,0.75,5.6099999999999985,7.833333333333337,11.766666666666666,12.0,3.0,20.0,12.0,0.0
30,2010-04-11,276.45,-0.020000000000038654,276.51,276.53,276.53,276.47,-0.01999999999998181,0.0,0.0,-0.009999999999990905,-0.006666666666660603,-0.0024999999999977263,276.5200000000008,276.5233333333335,276.52499999999986,43.0,0.0,2.1,0.0,8.8,5.5,10.6,2.1,40.75,0.7333333333333291,0.38333333333333375,2.7900000000000014,2.8599999999999994,59.333333333333336,50.77777777777778,0.7,6.179999999999999,6.76666666666667,9.799999999999999,11.1,27.0,19.0,8.0,0.0
31,2010-04-12,276.44,-0.009999999999990905,276.49,276.51,276.53,276.48,-0.01999999999998181,-0.01999999999998181,0.0,-0.01999999999998181,-0.013333333333321207,-0.009999999999990905,276.5000000000008,276.51000000000016,276.5149999999999,100.0,0.0,0.9,0.0,0.0,5.7,6.5,3.3,65.0,1.033333333333329,0.516666666666667,1.3200000000000012,2.8959999999999995,61.0,52.666666666666664,0.35,6.119999999999999,3.0666666666666704,7.033333333333334,0.4,90.0,15.0,3.0,0.1
32,2010-04-13,276.42,-0.01999999999998181,276.47,276.49,276.51,276.5,-0.01999999999998181,-0.01999999999998181,-0.01999999999998181,-0.01999999999998181,-0.01999999999998181,-0.014999999999986358,276.4800000000008,276.4900000000002,276.4999999999999,100.0,0.0,0.9,0.0,0.0,6.7,7.8,5.5,83.25,1.2999999999999956,0.6666666666666671,1.4000000000000012,2.932,62.27777777777778,54.111111111111114,0.3,5.599999999999999,2.933333333333337,5.966666666666666,8.8,43.0,17.0,0.0,2.1
33,2010-04-14,276.41,-0.009999999999990905,276.45,276.47,276.49,276.52,-0.020000000000038654,-0.01999999999998181,-0.01999999999998181,-0.020000000000010232,-0.020000000000000757,-0.01999999999999602,276.46000000000083,276.4700000000002,276.4799999999999,83.0,0.0,9.9,0.0,1.4,7.8,11.0,6.4,81.5,3.8999999999999955,2.316666666666667,2.3900000000000015,3.3280000000000003,64.11111111111111,53.666666666666664,0.3,5.649999999999999,0.46666666666667034,6.733333333333333,0.0,100.0,16.0,0.0,0.9
34,2010-04-15,276.4,-0.010000000000047748,276.44,276.45,276.47,276.53,-0.009999999999990905,-0.020000000000038654,-0.01999999999998181,-0.01500000000001478,-0.016666666666670455,-0.017499999999998295,276.44500000000085,276.45333333333355,276.4624999999999,50.0,0.0,0.4,0.0,9.3,11.1,18.0,4.1,83.25,3.733333333333329,2.3833333333333337,1.440000000000001,3.3440000000000003,64.83333333333333,55.888888888888886,0.3,6.579999999999998,3.5666666666666704,8.533333333333333,0.0,100.0,11.0,0.0,0.9
35,2010-04-16,276.39,-0.009999999999990905,276.42,276.44,276.45,276.53,-0.01999999999998181,-0.009999999999990905,-0.020000000000038654,-0.014999999999986358,-0.016666666666670455,-0.017499999999998295,276.43000000000086,276.4366666666669,276.44499999999994,37.0,0.0,0.0,0.0,10.3,12.7,18.4,4.3,67.5,3.4333333333333287,2.366666666666667,1.430000000000001,3.3440000000000003,65.05555555555556,59.22222222222222,0.3,6.509999999999998,7.000000000000004,10.533333333333333,1.4,83.0,10.0,0.0,9.9
36,2010-04-17,276.37,-0.01999999999998181,276.41,276.42,276.44,276.53,-0.009999999999990905,-0.01999999999998181,-0.009999999999990905,-0.014999999999986358,-0.013333333333321207,-0.015000000000000568,276.4150000000009,276.4233333333336,276.42999999999995,37.0,0.0,0.0,0.0,8.6,12.3,18.0,9.2,51.75,0.13333333333332872,2.016666666666667,1.430000000000001,3.1040000000000005,62.27777777777778,63.0,0.3,6.189999999999998,9.400000000000006,12.033333333333333,9.3,50.0,7.0,0.0,0.4
37,2010-04-18,276.36,-0.009999999999990905,276.4,276.41,276.42,276.51,-0.010000000000047748,-0.009999999999990905,-0.01999999999998181,-0.010000000000019327,-0.013333333333340155,-0.012500000000002842,276.4050000000009,276.41000000000014,276.41749999999996,83.0,0.0,0.9,0.0,0.0,8.6,11.2,6.2,51.75,0.2999999999999953,2.016666666666667,1.5200000000000011,3.1400000000000006,62.05555555555556,69.22222222222223,0.2833333333333333,4.9899999999999975,6.300000000000005,11.200000000000001,10.3,37.0,4.0,0.0,0.0
38,2010-04-19,276.35,-0.009999999999990905,276.39,276.4,276.41,276.49,-0.009999999999990905,-0.010000000000047748,-0.009999999999990905,-0.010000000000019327,-0.010000000000009853,-0.012500000000002842,276.3950000000009,276.4000000000001,276.405,50.0,0.0,2.4,0.0,7.0,12.7,19.5,5.5,51.75,1.0999999999999954,2.266666666666667,1.7600000000000011,3.2360000000000007,59.44444444444444,64.77777777777777,0.2833333333333333,4.579999999999997,5.2000000000000055,11.199999999999998,8.6,37.0,0.0,0.0,0.0
39,2010-04-20,276.34,-0.010000000000047748,276.37,276.39,276.4,276.47,-0.01999999999998181,-0.009999999999990905,-0.010000000000047748,-0.014999999999986358,-0.013333333333340155,-0.012500000000002842,276.3800000000009,276.3866666666667,276.3924999999999,20.0,0.0,0.0,0.0,12.4,14.9,22.0,4.8,47.5,1.0999999999999954,0.6166666666666671,1.750000000000001,3.2360000000000007,56.5,62.22222222222222,0.2833333333333333,5.779999999999998,6.466666666666671,12.066666666666663,0.0,83.0,0.0,0.0,0.9
40,2010-04-21,276.33,-0.009999999999990905,276.36,276.37,276.39,276.45,-0.009999999999990905,-0.01999999999998181,-0.009999999999990905,-0.014999999999986358,-0.013333333333321207,-0.012500000000002842,276.3650000000009,276.37333333333333,276.37999999999994,30.0,0.0,1.4,0.0,11.8,15.1,22.5,8.8,45.75,1.266666666666662,0.7833333333333338,1.6800000000000008,3.288000000000001,53.55555555555556,54.44444444444444,0.2833333333333333,6.079999999999998,10.400000000000004,14.233333333333329,7.0,50.0,0.0,0.0,2.4
41,2010-04-22,276.32,-0.009999999999990905,276.35,276.36,276.37,276.44,-0.009999999999990905,-0.009999999999990905,-0.01999999999998181,-0.009999999999990905,-0.013333333333321207,-0.012499999999988631,276.3550000000009,276.36,276.36749999999995,90.0,0.0,3.4,0.0,0.0,8.0,15.2,7.4,47.5,1.5999999999999954,1.3500000000000005,1.9300000000000008,3.2760000000000016,53.72222222222222,53.333333333333336,0.25,6.079999999999998,8.066666666666672,12.666666666666663,12.4,20.0,0.0,0.0,0.0
42,2010-04-23,276.3,-0.01999999999998181,276.34,276.35,276.36,276.42,-0.010000000000047748,-0.009999999999990905,-0.009999999999990905,-0.010000000000019327,-0.010000000000009853,-0.012500000000002842,276.3450000000009,276.35,276.3549999999999,87.0,0.0,0.0,0.0,4.7,13.4,18.0,5.6,56.75,1.5999999999999954,1.3500000000000005,1.840000000000001,3.2760000000000016,53.72222222222222,53.77777777777778,0.2,6.549999999999999,5.500000000000004,12.166666666666663,11.8,30.0,0.0,0.0,1.4
43,2010-04-24,276.29,-0.009999999999990905,276.33,276.34,276.35,276.41,-0.009999999999990905,-0.010000000000047748,-0.009999999999990905,-0.010000000000019327,-0.010000000000009853,-0.010000000000005116,276.3350000000009,276.34000000000003,276.3449999999999,63.0,0.0,0.0,0.0,4.7,13.9,19.5,10.4,67.5,1.1333333333333289,1.2000000000000004,0.8500000000000009,3.2760000000000016,55.55555555555556,55.22222222222222,0.2,6.879999999999998,3.1333333333333377,11.76666666666666,0.0,90.0,0.0,0.0,3.4
44,2010-04-25,276.28,-0.010000000000047748,276.32,276.33,276.34,276.4,-0.009999999999990905,-0.009999999999990905,-0.010000000000047748,-0.009999999999990905,-0.010000000000009853,-0.010000000000005116,276.32500000000095,276.33000000000004,276.3349999999999,37.0,0.0,0.0,0.0,8.2,15.2,21.0,9.3,69.25,-4.440892098500626e-15,0.8000000000000004,0.8100000000000008,2.9040000000000017,57.22222222222222,55.22222222222222,0.2,6.769999999999999,5.866666666666671,14.166666666666663,4.7,87.0,0.0,0.0,0.0
45,2010-04-26,276.27,-0.009999999999990905,276.3,276.32,276.33,276.39,-0.01999999999998181,-0.009999999999990905,-0.009999999999990905,-0.014999999999986358,-0.013333333333321207,-0.012500000000002842,276.31000000000097,276.3166666666668,276.3224999999999,43.0,0.0,0.0,0.0,10.7,16.8,24.6,8.4,57.5,-4.440892098500626e-15,0.8000000000000004,0.8100000000000008,1.9240000000000015,59.44444444444444,55.888888888888886,0.2,6.81,7.866666666666671,15.299999999999995,4.7,63.0,0.0,0.0,0.0
46,2010-04-27,276.25,-0.01999999999998181,276.29,276.3,276.32,276.37,-0.009999999999990905,-0.01999999999998181,-0.009999999999990905,-0.014999999999986358,-0.013333333333321207,-0.012499999999988631,276.295000000001,276.30333333333346,276.3099999999999,90.0,0.0,9.3,0.0,4.5,15.9,19.8,11.6,58.25,3.0999999999999956,2.116666666666667,1.7400000000000009,1.6720000000000013,62.94444444444444,56.666666666666664,0.2,6.3999999999999995,7.800000000000004,15.966666666666661,8.2,37.0,0.0,0.0,0.0
47,2010-04-28,276.24,-0.009999999999990905,276.28,276.29,276.3,276.36,-0.010000000000047748,-0.009999999999990905,-0.01999999999998181,-0.010000000000019327,-0.013333333333340155,-0.012500000000002842,276.285000000001,276.29000000000013,276.2974999999999,20.0,0.0,0.0,0.0,12.7,15.8,21.5,7.9,47.5,3.0999999999999956,1.5500000000000005,1.650000000000001,1.6680000000000013,59.05555555555556,53.333333333333336,0.2,7.669999999999999,9.300000000000002,16.16666666666666,10.7,43.0,0.0,0.0,0.0
48,2010-04-29,276.23,-0.009999999999990905,276.27,276.28,276.29,276.35,-0.009999999999990905,-0.010000000000047748,-0.009999999999990905,-0.010000000000019327,-0.010000000000009853,-0.012500000000002842,276.275000000001,276.28000000000014,276.2849999999999,10.0,0.0,0.0,0.0,13.0,16.6,24.6,7.4,40.75,3.0999999999999956,1.5500000000000005,1.410000000000001,1.6680000000000013,57.22222222222222,52.22222222222222,0.2,8.27,10.066666666666668,16.099999999999998,4.5,90.0,0.0,0.0,9.3
49,2010-04-30,276.24,0.009999999999990905,276.25,276.27,276.28,276.34,-0.01999999999998181,-0.009999999999990905,-0.010000000000047748,-0.014999999999986358,-0.013333333333340155,-0.012500000000002842,276.260000000001,276.2666666666668,276.2724999999999,23.0,0.0,0.0,0.0,12.2,18.1,24.6,10.7,35.75,-4.736951571734001e-15,1.5500000000000005,1.410000000000001,1.2720000000000014,52.94444444444444,51.44444444444444,0.2,8.249999999999998,12.633333333333335,16.833333333333336,12.7,20.0,12.0,0.0,0.0
50,2010-05-01,276.23,-0.009999999999990905,276.24,276.25,276.27,276.33,-0.009999999999990905,-0.01999999999998181,-0.009999999999990905,-0.014999999999986358,-0.013333333333321207,-0.012500000000002842,276.245000000001,276.2533333333335,276.25999999999993,47.0,0.0,0.0,0.0,11.6,18.0,23.2,11.9,25.0,-4.736951571734001e-15,1.5500000000000005,1.270000000000001,1.2680000000000013,50.0,46.666666666666664,0.2,8.229999999999999,12.266666666666671,17.566666666666666,13.0,10.0,8.0,0.0,0.0
